10015	488	48	21	27	30
#go down
10016	415	48	16	27	30

###################################################


# SMALL MARIO
# idle small right
10021	254	9	12	15	30
# walk
10022	254	9	12	15	30
10023	269	8	15	16	30
# jump
10024	304	8	16	16	30
# run
10025	323	8	16	16	30
10026	341	8	16	16	30
#skid 
10027	1386	8	14	16	107
#fly
10028	360	8	16	16	30
#hold
10029	435	8	14	16	30
10030	452	8	15	16	30
10031	397	8	16	16	30
#kick
10032	470	8	16	16	30
#go down
10033	397	8	16	16	30

###################################################


# RACCOON MARIO
# idle right
10054	80	142	21	28	30
# walk
10055	104	142	22	28	30
10056	129	143	23	27	30
# jump
10057	257	143	23	27	30
# crouch
10058	522	152	22	18	30
# run
10059	360	142	24	28	30
10060	387	142	24	28	30
10061	414	143	24	27	30
# spin
10062	12	13	21	28	113
10063	55	13	39	28	113
10064	103	13	35	28	113
10077	147	12	32	29	113
11003	192	13	35	28	113
11004	12	13	21	28	113
# skid
10065	1516	140	16	30	107

# falling
10066	283	143	23	27	30
10067	309	143	23	27	30
10068	335	142	22	28	30
# FLY
10069	441	143	24	27	30
10070	468	143	24	27	30
10071	495	142	24	28	30
# hold
10072	566	142	21	28	30
10073	590	142	22	28	30
10074	615	143	23	27	30

#kick
10075	641	142	22	28	30
#go down
10076	174	142	16	28	30

#fly hạ canháp lực
11000	283	143	23	27	107
11001	334	142	23	28	107
11002	309	143	23	27	107
###################################################


# FIRE MARIO
# IDLE
10090	206	109	14	27	30
# WALK
10091	223	109	16	27	30
10092	242	110	16	26	30
# SKID
10093	1410	107	16	29	107
# RUN
10096	333	109	19	27	30
10097	355	109	19	27	30
10098	378	110	19	26	30
# JUMP
10099	314	110	16	26	30
# HIGH JUMP
10100	400	110	19	26	30
# CROUCH
10101	422	118	14	18	30
# THROW
10102	280	109	14	27	30
10103	297	109	14	27	30
#fly
10104	400	110	19	26	30
#fly and throw
10105	555	109	19	27	30
10106	621	109	18	27	30
#hold
10107	477	109	14	27	30
10108	494	109	15	27	30
10109	512	110	16	26	30
10110	458	109	16	27	30
#kick
10111	531	109	21	27	30
#go down 
10112	458	109	16	27	30


# die 
10200	416	8	16	16	30


##################################################
#LEAF RIGHT
40047	372	122	16	14	114

##################################################
#LEAF LEFT
40048	180	123	16	14	114

##################################################
#MUSHROOM
40049	156	121	16	16	114

##################################################
#QUESTION BRICK	
40001	157	188	16	16	114
40002	176	188	16	16	114
40003	196	188	16	16	114
40004	215	188	16	16	114

##################################################
#EMPTY BRICK quesion is hit
40036	235	188	16	16	114
###################################################

# bling bling brick
40078	274	188	16	16	114
40079	293	188	16	16	114
40080	312	188	16	16	114
40081	331	188	16	16	114


##################################################
# button p
40082	156	144	16	16	114
40083	178	144	16	16	114
40084	200	144	16	16	114

##################################################

# RED KOOPA
# walking
40013	28	67	16	26	50
40014	47	66	16	27	50

# die thut vào
40015	29	97	16	16	50
40016	50	96	16	16	50
40017	71	96	16	16	50

#walking swings left
40018	105	93	16	27	50
40019	126	94	16	26	50
40020	147	93	16	27	50

# walking swings right
50011	285	92	16	27	50
50012 	264	93	16	27	50
50013	243	92	16	26	50


# walking right
50016	214	66	16	27	50
50017	195	65	16	27	50
# mai rua rung rinh
50018	28	97	17	16	50
50019	27	97	17	16	50
# mai rua tho` chan
50020	71	75	18	16	50
50021	28	97	18	16	50
##################################################
# GREEN KOOPA
# walking left
40021	31	119	16	26	50
40022	50	118	16	27	50

# die thụt vào
40023	32	149	16	16	50
40024	53	148	16	16	50
40025	74	148	16	16	50

# walking swings left
40026	105	129	16	27	50
40027	126	130	16	26	50
40028	147	129	16	27	50


# walking swings right
50000	294	158	16	27	50
50001 	273	159	16	27	50
50002	252	158	16	26	50

# walking right
50005	280	124	16	27	50
50006	261	123	16	27	50
# mai rua rung rinh
50007	32	149	16	16	50
50008	31	149	16	16	50
# mai rua tho` chan
50009	74	127	18	16	50
50010	31	149	16	16	50


##################################################
# FLOWER
# venus fire trap left . ha mieng nguoc xuuong, kep mieng nguoc xuong,ha mieng len,khep mieng xuong
40050	219	81	16	32	109
40051	242	81	16	32	109
40052	267	81	16	32	109
40053	289	81	16	32	109

# green fire flower left
40054	219	43	16	24	109
40055	244	43	16	24	109
40056	267	43	16	24	109
40057	289	43	16	24	109

# venus fire trap right . ha mieng nguoc xuuong, kep mieng nguoc xuong,ha mieng len,khep mieng xuong
41050	289	261	16	32	109
41051	266	261	16	32	109
41052	241	261	16	32	109
41053	219	261	16	32	109

# green fire flower right
41054	289	223	16	24	109
41055	264	223	16	24	109
41056	241	223	16	24	109
41057	219	223	16	24	109

# GREEN FLOWER
40058	7	107	16	24	50
40059	7	137	16	24	50

##################################################
# PIPE
40065	0	0	32	48	100
40068	0	0	32	32	101
40069	0	0	32	32	102


#FIRE BALL
40006	0	1	8	8	40
40007	11	0	8	9	40
40008	22	1	8	8	40
40009	33	0	8	9	40


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#IDLE RIGHT & LEFT
502	11121	100
503	11111	100
402	10054	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100






# ==== MARIO =========
#idle NORMAL BIG right
400	10001	100
#idle small right
401	10021	100
#idle RACCOON right
402	10054	100
# iDLE FIRE MARIO
403	10090	100


#walk right NORMAL big
404	10001	100	10002	100	10003	100
#walk right small
405	10021	100	10022	100	10023	100
#walk right RACCOON big
406	10054	100	10055	100	10056	100
#walk right FIRE 
407	10090	100	10091	100	10092	100


#die
408	10200	100

#jump right NORMAL big
409	10004	100
#jump right small
410	10024	100
#jump right RACCOON big
411	10057	100
#jump right FIRE
412	10099	100


#crouch NORMAL big
413	10005	100
#crouch RACCOON big
414	10058	100
#crouch FIRE
415	10101	100


#falling SMALL
416	10023	100
#falling NORMAL big
417	10003	100
#falling RACCOON
418	10066	50
#falling FIRE
419	10092	100

#running SMALL
420	10025	100	10026	100
#running NORMAL big
421	10006	50	10007	50	10008	50
#running RACCOON
422	10059	100	10060	100	10061	100
#running FIRE
423	10096	100	10097	100	10098	100


#spinning RACCOON
424	10063	30	10064	30	10077	30	11003	30	11004	30
#424	10077	1000	10062	1000	10063	1000	10064	1000	10077	1000


#skid NORMAL
425	10009	100
#skid RACCOON
426	10065	100
#skid SMALL
427	10027	100
#skid SMALL
428	10093	100

#throw FIRE mario
429	10090	50	10102	50	10103	50

#fly small
430	10028	100
#fly big
431	10010	100
#fly raccoon
432	10069	100	10070	100	10071	100
#fly fire 
433	10104	100
#fly throw FIRE
434	10100	100	10106	100	10105	100

# hold SMALL
435	10029	100	10030	100
# hold BIG
436	10011	100	10012	100	10013	100
# hold RACCOON
437	10072	100	10073	100	10074	100
# hold FIRE
438	10107	100	10108	100	10109	100

#kick SMALL
439	10032	100	10021	100
#kick BIG
440	10015	100	10001	100
#kick RACCOON
441	10075	100	10054	100
#kick FIRE
442	10111	100	10090	100

# stand and hold SMALL
443	10029	100
# stand and hold BIG
444	10011	100
# stand and hold RACCOON
445	10072	100
# stand and hold FIRE
446	10107	100

###################################
# go down SMALL
447	10033	100
# go down BIG
448	10016	100
# go down RACCOON
449	10076	100
# go down FIRE
450	10112	100
#có đuôi nhảy hạ áp lực
451	11000	70	11001	70	11002	70




# ==== QUESTION BRICK =========
702	40001	200	40002	200	40002	200	40003	200	40004	200
# ==== EMPTY BRICK is hit =====
720	40036	100
# ==== LEAF RIGHT=====
722	40047	100
# ==== LEAF LEFT =====
723	40048	100

# ==== MUSHROOM ====
724	40049	100



# ==== RED FIRE cap cap nguoc xuông l ====
725	40050	200	40051	200

# ==== RED FIRE cap cap nguoc len l ====
726	40052	200	40053	200

# ==== RED FIRE ha mieng nguoc xuong  l====
727	40050	200

# ==== RED FIRE ha mieng nguoc len  l====
728	40052	200

# ==== GREEN FIRE cap cap nguoc xuong  l====
729	40054	200	40055	200

# ==== GREEN  FIRE cap cap nguoc len  l====
730	40056	200	40057	200

# ==== GREEN FIRE ha mieng nguoc xuong  l====
731	40054	200

# ==== GREEN FIRE ATTACK UP  l====
732	40056	200


# ==== RED FIRE cap cap nguoc xuông r====
825	41050	200	41051	200

# ==== RED FIRE cap cap nguoc len r====
826	41052	200	41053	200

# ==== RED FIRE ha mieng nguoc xuong r====
827	41050	200

# ==== RED FIRE ha mieng nguoc len r====
828	41052	200

# ==== GREEN FIRE cap cap nguoc xuong r====
829	41054	200	41055	200

# ==== GREEN  FIRE cap cap nguoc len r====
830	41056	200	41057	200

# ==== GREEN FIRE ha mieng nguoc xuong r====
831	41054	200

# ==== GREEN FIRE ATTACK UP r====
832	41056	200




# ==== BLING BLING BRICK ====
746	40078	100	40079	100	40080	100	40081	100

# ==== BUTTON P ====
747	40082	100	40083	100
748	40084	100

# ==== RED KOOPA ========
#walking left
708	40013	100	40014	100
# die
709	40015	100
# spin
710	40015	100	40016	100	40017	100
# walking with swings left
711	40018	100	40019	100	40020	100

# walking with swings right
712	50011	100	50012	100	50013	100
# walking right
713	50016	100	50017	100
# mai rua rung rinh
714	50018	10	50019	10
# mai rua tho chan
715	50020	15	50021	15



# ==== GREEN KOOPA =====
# walking left
716	40021	100	40022	100
# die (thut vao)
717	40023	100
# spin
718	40023	100	40024	100	40025	100
# walking with swings left
719	40026	100	40027	100	40028	100

# walking with swings right
720	50000	100	50001	100	50002	100
# walking right
721	50005	100	50006	100
# mai rua rung rinh
722	50007	10	50008	10
# mai rua tho chan
723	50009	15	50010	15

# ==== pipe ====
740	40065	100
741	40068	100
742	40069	100

# ==== FIRE BALL =========
704	40006	100	40007	100	40008	100	40009	100

