10015	488	48	21	27	30
#go down
10016	415	48	16	27	30

###################################################


# SMALL MARIO
# idle small right
10021	254	9	12	15	30
# walk
10022	254	9	12	15	30
10023	269	8	15	16	30
# jump
10024	304	8	16	16	30
# run
10025	323	8	16	16	30
10026	341	8	16	16	30
#skid 
10027	1386	8	14	16	107
#fly
10028	360	8	16	16	30
#hold
10029	435	8	14	16	30
10030	452	8	15	16	30
10031	397	8	16	16	30
#kick
10032	470	8	16	16	30
#go down
10033	397	8	16	16	30

###################################################


# RACCOON MARIO
# idle right
10054	80	142	21	28	30
# walk
10055	104	142	22	28	30
10056	129	143	23	27	30
# jump
10057	257	143	23	27	30
# crouch
10058	522	152	22	18	30
# run
10059	360	142	24	28	30
10060	387	142	24	28	30
10061	414	143	24	27	30
# spin
10062	12	13	21	28	113
10063	55	13	39	28	113
10064	103	13	35	28	113
10077	147	12	32	29	113
11003	192	13	35	28	113
11004	12	13	21	28	113
# skid
10065	1516	140	16	30	107

# falling
10066	283	143	23	27	30
10067	309	143	23	27	30
10068	335	142	22	28	30
# FLY
10069	441	143	24	27	30
10070	468	143	24	27	30
10071	495	142	24	28	30
# hold
10072	566	142	21	28	30
10073	590	142	22	28	30
10074	615	143	23	27	30

#kick
10075	641	142	22	28	30
#go down
10076	174	142	16	28	30

#fly hạ canháp lực
11000	283	143	23	27	107
11001	334	142	23	28	107
11002	309	143	23	27	107
###################################################


# FIRE MARIO
# IDLE
10090	206	109	14	27	30
# WALK
10091	223	109	16	27	30
10092	242	110	16	26	30
# SKID
10093	1410	107	16	29	107
# RUN
10096	333	109	19	27	30
10097	355	109	19	27	30
10098	378	110	19	26	30
# JUMP
10099	314	110	16	26	30
# HIGH JUMP
10100	400	110	19	26	30
# CROUCH
10101	422	118	14	18	30
# THROW
10102	280	109	14	27	30
10103	297	109	14	27	30
#fly
10104	400	110	19	26	30
#fly and throw
10105	555	109	19	27	30
10106	621	109	18	27	30
#hold
10107	477	109	14	27	30
10108	494	109	15	27	30
10109	512	110	16	26	30
10110	458	109	16	27	30
#kick
10111	531	109	21	27	30
#go down 
10112	458	109	16	27	30


# die 
10200	416	8	16	16	30

##################################################
#mario left





# BIG MARIO 
# idle l
10501	1476	48	14	27	107
# walk l
10502	1457	48	16	27	107
10503	1438	49	16	26	107
# jump
10504	1400	49	16	26	107
# crouch - Núp
10505	1294	57	14	18	107
# run
10506	1378	48	19	27	107
10507	1356	48	19	27	107
10508	1333	49	19	26	107
#skid
10509	252	47	16	28	107
#fly
10510	1311	49	19	26	107
#hold
10511	1239	48	14	27	107
10512	1221	48	15	27	107
10513	1202	49	16	26	107
10514	1256	48	16	27	107
#kick
10515	1178	48	21	27	107
#go down
10516	1256	48	16	27	107

###################################################


# SMALL MARIO
# idle small right
10521	1421	9	12	15	107
# walk
10522	1421	9	12	15	107
10523	1403	8	15	16	107
# jump
10524	1367	8	16	16	107
# run
10525	1348	8	16	16	107
10526	1330	8	16	16	107
#skid 
10527	287	8	14	16	107
#fly
10528	1311	8	16	16	107
#hold
10529	1238	8	14	16	107
10530	1220	8	15	16	107
10531	1274	8	16	16	107
#kick
10532	1201	8	16	16	107
#go down
10533	1274	8	16	16	107


###################################################


# RACCOON MARIO
# idle right
10554	1586	142	21	28	107
# walk
10555	1561	142	22	28	107
10556	1535	143	23	27	107
# jump
10557	1407	143	23	27	107
# crouch
10558	1143	152	22	18	107
# run
10559	1303	142	24	28	107
10560	1276	142	24	28	107
10561	1249	143	24	27	107
# spin - chưa
10562	12	13	21	28	113
10563	55	13	39	28	113
10564	103	13	35	28	113
10577	147	12	32	29	113
11503	192	13	35	28	113
11504	12	13	21	28	113
# skid
10565	155	140	16	30	107

# falling
10566	1381	143	23	27	107
10567	1355	143	23	27	107
10568	1330	142	22	28	107
# FLY
10569	1222	143	24	27	107
10570	1195	143	24	27	107
10571	1168	142	24	28	107
# hold
10572	1100	142	21	28	107
10573	1075	142	22	28	107
10574	1049	143	23	27	107

#kick
10575	1024	142	22	28	107
#go down
10576	1497	142	16	28	107

#fly hạ canháp lực
11500	1381	143	23	27	107
11501	1330	142	23	28	107
11502	1355	143	23	27	107
###################################################
# FIRE MARIO
# IDLE
10590	1467	109	14	27	107
# WALK
10591	1448	109	16	27	107
10592	1429	110	16	26	107
# SKID
10593	261	107	16	29	107
# RUN
10596	1335	109	19	27	107
10597	1313	109	19	27	107
10598	1290	110	19	26	107
# JUMP
10599	1357	110	16	26	107
# HIGH JUMP
15100	1268	110	19	26	107
# CROUCH
15101	1251	118	14	18	107
# THROW
15102	1393	109	14	27	107
15103	1376	109	14	27	107
#fly
15104	1268	110	19	26	107
#fly and throw
15105	1113	109	19	27	107
15106	1048	109	18	27	107
#hold
15107	1196	109	14	27	107
15108	1178	109	15	27	107
15109	1159	110	16	26	107
15110	1213	109	16	27	107
#kick
15111	1135	109	21	27	107
#go down 
15112	1213	109	16	27	107



	














































































##################################################
#LEAF RIGHT
40047	372	122	16	14	114

##################################################
#LEAF LEFT
40048	180	123	16	14	114

##################################################
#MUSHROOM
40049	156	121	16	16	114

##################################################
#QUESTION BRICK	
40001	157	188	16	16	114
40002	176	188	16	16	114
40003	196	188	16	16	114
40004	215	188	16	16	114

##################################################
#EMPTY BRICK quesion is hit
40036	235	188	16	16	114


##################################################
# RED KOOPA
# walking
40013	28	67	16	26	50
40014	47	66	16	27	50

# die thut vào
40015	29	97	16	16	50
40016	50	96	16	16	50
40017	71	96	16	16	50

#walking swings left
40018	105	93	16	27	50
40019	126	94	16	26	50
40020	147	93	16	27	50

# walking swings right
50011	285	92	16	27	50
50012 	264	93	16	27	50
50013	243	92	16	26	50


# walking right
50016	214	66	16	27	50
50017	195	65	16	27	50
# mai rua rung rinh
50018	28	97	17	16	50
50019	27	97	17	16	50
# mai rua tho` chan
50020	71	75	18	16	50
50021	28	97	18	16	50
##################################################
# GREEN KOOPA
# walking left
40021	31	119	16	26	50
40022	50	118	16	27	50

# die thụt vào
40023	32	149	16	16	50
40024	53	148	16	16	50
40025	74	148	16	16	50

# walking swings left
40026	105	129	16	27	50
40027	126	130	16	26	50
40028	147	129	16	27	50


# walking swings right
50000	294	158	16	27	50
50001 	273	159	16	27	50
50002	252	158	16	26	50

# walking right
50005	280	124	16	27	50
50006	261	123	16	27	50
# mai rua rung rinh
50007	32	149	16	16	50
50008	31	149	16	16	50
# mai rua tho` chan
50009	74	127	18	16	50
50010	31	149	16	16	50

##################################################
#MUSHROOM CARD
40041	171	158	24	30	60

#FIRE FLOWER CARD
40042	202	158	24	30	60

#START MAN CARD
40043	232	158	24	30	60


##################################################
# FLOWER
# venus fire trap left . ha mieng nguoc xuuong, kep mieng nguoc xuong,ha mieng len,khep mieng xuong
40050	219	81	16	32	109
40051	242	81	16	32	109
40052	267	81	16	32	109
40053	289	81	16	32	109

# green fire flower left
40054	219	43	16	24	109
40055	244	43	16	24	109
40056	267	43	16	24	109
40057	289	43	16	24	109

# venus fire trap right . ha mieng nguoc xuuong, kep mieng nguoc xuong,ha mieng len,khep mieng xuong
41050	289	261	16	32	109
41051	266	261	16	32	109
41052	241	261	16	32	109
41053	219	261	16	32	109

# green fire flower right
41054	289	223	16	24	109
41055	264	223	16	24	109
41056	241	223	16	24	109
41057	219	223	16	24	109

# GREEN FLOWER
40058	7	107	16	24	50
40059	7	137	16	24	50

##################################################
# PIPE
40065	6	7	32	48	107
40068	45	7	32	32	107
40069	0	0	32	32	102


#FIRE BALL
40006	0	1	8	8	40
40007	11	0	8	9	40
40008	22	1	8	8	40
40009	33	0	8	9	40

##################################################
#ENEMY WAS SHOOT
# goompa
54000	206	11	16	16	50
# red goompa
54001	230	11	16	16	50
# green koopas
54002	253	10	16	16	50
# red koopas
54003	276	11	16	16	50

##################################################
# debris
40074	458	119	10	10	112
40075	470	119	10	10	112

##################################################
# bling bling brick
40078	274	188	16	16	114
40079	293	188	16	16	114
40080	312	188	16	16	114
40081	331	188	16	16	114

##################################################
# button p
40082	156	144	16	16	114
40083	178	144	16	16	114
40084	200	144	16	16	114

##################################################
# STATIC COIN
40060	334	100	14	16	114
40061	353	100	14	16	114
40062	371	100	14	16	114
40063	292	100	14	16	114

##################################################
# random bonus (white star) (fire flower)
40085	201	121	16	16	114
40086	309	121	16	16	114

##################################################
# random bonus (mushroom which mario got)
40087	257	373	16	16	104
40088	449	377	16	16	104
40089	470	401	16	16	104

# random bonus (star which mario got)
40090	297	373	16	16	104
40091	491	377	16	16	104

# random bonus (mushroom which mario got)
40092	277	374	16	16	104
40093	470	377	16	16	104

##################################################
# 100 points
40094	61	89	11	8	60
# 200 points
40095	75	89	12	8	60
# 1000 points
40096	120	89	15	8	60
# 1UP
40097	195	90	15	6	60

##################################################
# MAP SELECTION
# cactus
40098	1	17	16	15	105
40099	18	17	16	15	105
40100	35	17	16	15	105
40101	52	17	16	15	105

# help tag
40102	1	2	16	13	105
40103	0	0	16	13	20

# GUARD
#right
40104	103	17	16	15	105
40105	120	17	16	15	105
#left
41104	102	50	16	15	105
41105	119	50	16	15	105
##################################################
# green mushroom
40106	286	121	16	16	114


##################################################
# SMALL mario in map
40107	220	8	14	16	30
40108	237	8	14	16	30

# BIG mario in map
40109	159	54	16	21	30
40110	178	54	16	21	30

# RACCOON mario in map
40111	4	146	16	24	30
40112	23	146	16	24	30

# FIRE mario in map
40113	124	115	16	21	30
40114	143	115	16	21	30

##################################################
# white box
899	9	8	78	78	106
##################################################
# Pmeter
70000	2	2	64	7	110
70001	2	11	64	7	110
70002	2	20	64	7	110
70003	2	29	64	7	110
70004	2	38	64	7	110
70005	2	47	64	7	110
70006	2	56	64	7	110
70007	2	65	64	7	110
##################################################
# hub
70010	3	3	232	28	111
##################################################

# MAP SELECTION
# start
40116	1	33	16	16	105
# 1
40117	35	33	16	15	105
# 2
40118	52	33	16	15	105
# 3
40119	69	33	16	15	105
# 4
40120	86	33	16	15	105
# 5
40121	103	33	16	15	105
# 6
40122	120	33	16	15	105
# card
40123	120	0	16	15	105
# empty
40124	0	0	16	15	20

###########################################
# stone koompas 
#walking left
60000	14	246	14	26	50
60001	35	247	14	25	50

#being jumped left
60002	82	257	22	14	50
60003	54	261	23	11	50



#rescue left
60003	54	261	23	11	50
60004	54	246	23	11	50
###

#walking right
60010	286	247	14	26	50
60011	265	248	14	25	50

#being jumped left
60012	210	258	22	14	50
60013	237	262	23	11	50

#rescue left
60013	237	262	23	11	50
60014	237	247	23	11	50

##########################################

#Spiny turtle
# inital state
60020	6	280	32	22	50

# gai cb nở
60021	42	281	24	21	50
#đứng yên hai tay thả xuốn
60022	71	277	28	26	50
#đánh tay cao trai phải
60023	107	278	28	26	50
60024	142	278	28	26	50
#đánh tay thấp trái phải
60025	7	311	28	26	50
60026	41	311	28	26	50

#bị đạp phải trái
60027	76	318	29	16	50
60028	110	318	29	16	50

#bị đạp cuối cùng
60029	122	256	28	14	50
60030	155	255	29	16	50
60031	156	234	29	16	50

###########################################
#lava ball
#up
60050	34	200	14	16	50
60051	56	200	14	16	50
60052	78	200	14	16	50

#down
60060	232	224	14	16	50
60061	254	224	14	16	50
60062	276	224	14	16	50
###########################################
#circular moving
60070	6	222	15	15	50
60071	27	223	16	16	50
60072	51	223	16	16	50
60073	74	223	16	16	50
60074	96	223	16	16	50
60075	116	222	16	16	50

##########################################
#fire flower castle
60090	309	121	16	16	114




####################################################

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#IDLE RIGHT & LEFT
50002	11121	100
50003	11111	100
402	10054	100

#WALKING RIGHT & LEFT 
50000	11121	100	11222	100	11223	100
50001	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100






# ==== MARIO RIGHT=========
#idle NORMAL BIG right
400	10001	100
#idle small right
401	10021	100
#idle RACCOON right
402	10054	100
# iDLE FIRE MARIO
403	10090	100


#walk right NORMAL big
404	10001	100	10002	100	10003	100
#walk right small
405	10021	100	10022	100	10023	100
#walk right RACCOON big
406	10054	100	10055	100	10056	100
#walk right FIRE 
407	10090	100	10091	100	10092	100


#die
408	10200	100

#jump right NORMAL big
409	10004	100
#jump right small
410	10024	100
#jump right RACCOON big
411	10057	100
#jump right FIRE
412	10099	100


#crouch NORMAL big
413	10005	100
#crouch RACCOON big
414	10058	100
#crouch FIRE
415	10101	100


#falling SMALL
416	10023	100
#falling NORMAL big
417	10003	100
#falling RACCOON
418	10066	50
#falling FIRE
419	10092	100

#running SMALL
420	10025	100	10026	100
#running NORMAL big
421	10006	50	10007	50	10008	50
#running RACCOON
422	10059	100	10060	100	10061	100
#running FIRE
423	10096	100	10097	100	10098	100


#spinning RACCOON
424	10063	30	10064	30	10077	30	11003	30	11004	30
#424	10077	1000	10062	1000	10063	1000	10064	1000	10077	1000


#skid NORMAL
425	10009	100
#skid RACCOON
426	10065	100
#skid SMALL
427	10027	100
#skid SMALL
428	10093	100

#throw FIRE mario
429	10090	50	10102	50	10103	50

#fly small
430	10028	100
#fly big
431	10010	100
#fly raccoon
432	10069	100	10070	100	10071	100
#fly fire 
433	10104	100
#fly throw FIRE
434	10100	100	10106	100	10105	100

# hold SMALL
435	10029	100	10030	100
# hold BIG
436	10011	100	10012	100	10013	100
# hold RACCOON
437	10072	100	10073	100	10074	100
# hold FIRE
438	10107	100	10108	100	10109	100

#kick SMALL
439	10032	100	10021	100
#kick BIG
440	10015	100	10001	100
#kick RACCOON
441	10075	100	10054	100
#kick FIRE
442	10111	100	10090	100

# stand and hold SMALL
443	10029	100
# stand and hold BIG
444	10011	100
# stand and hold RACCOON
445	10072	100
# stand and hold FIRE#def
446	10107	100

###################################
# go down SMALL
447	10033	100
# go down BIG
448	10016	100
# go down RACCOON
449	10076	100
# go down FIRE
450	10112	100

#có đuôi nhảy hạ áp lực
451	11000	100	11001	100	11002	100

#bring shell jump SMALL
452	10030	100
#bring shell jump BIG
453	10013	100
#bring shell jump RACCON
454	10074	100
#bring shell jump FIRE
455	10109	100

# ==== MARIO LEFT=========
#idle NORMAL BIG left
500	10501	100
#idle small left
501	10521	100
#idle RACCOON left
502	10554	100
# iDLE FIRE left
503	10590	100


#walk left NORMAL big
504	10501	100	10502	100	10503	100
#walk left small
505	10521	100	10522	100	10523	100
#walk left RACCOON big
506	10554	100	10555	100	10556	100
#walk left FIRE 
507	10590	100	10591	100	10592	100


#jump left NORMAL big
509	10504	100
#jump left small
510	10524	100
#jump left RACCOON big
511	10557	100
#jump left FIRE
512	10599	100


#crouch NORMAL big
513	10505	100
#crouch RACCOON big
514	10558	100
#crouch FIRE
515	15101	100


#falling SMALL left
516	10523	100
#falling NORMAL big left
517	10503	100
#falling RACCOON left
518	10566	50
#falling FIRE left
519	10592	100

#running SMALL left
520	10525	100	10526	100
#running NORMAL big left
521	10506	50	10507	50	10508	50
#running RACCOON left
522	10559	100	10560	100	10561	100
#running FIRE left
523	10596	100	10597	100	10598	100


#spinning RACCOON left
524	10563	30	10564	30	10577	30	11503	30	11504	30
#424	10577	1000	10562	1000	10563	1000	10564	1000	10577	1000


#skid NORMAL left
525	10509	100
#skid RACCOON left
526	10565	100
#skid SMALL left
527	10527	100
#skid SMALL left
528	10593	100

throw FIRE mario
529	10590	50	15102	50	15103	50

#fly small
530	10528	100
#fly big
531	10510	100
#fly raccoon
532	10569	100	10570	100	10571	100
#fly fire HƠI NGƯỢC HƯỚNG
533	15104	100
#fly throw FIRE
534	15100	100	15106	100	15105	100

# hold SMALL
535	10529	100	10530	100
# hold BIG
536	10511	100	10512	100	10513	100
# hold RACCOON
537	10572	100	10573	100	10574	100
# hold FIRE
538	15107	100	15108	100	15109	100

#kick SMALL
539	10532	100	10521	100
#kick BIG
540	10515	100	10501	100
#kick RACCOON
541	10575	100	10554	100
#kick FIRE
542	15111	100	10590	100

# stand and hold SMALL
543	10529	100
# stand and hold BIG
544	10511	100
# stand and hold RACCOON
545	10572	100
# stand and hold FIRE
546	15107	100

####go down ko cần 447-450
#có đuôi nhảy hạ áp lực
551	11500	70	11501	70	11502	70

#bring shell jump SMALL
552	10530	100
#bring shell jump BIG
553	10513	100
#bring shell jump RACCON
554	10574	100
#bring shell jump FIRE
555	15109	100

# ==== QUESTION BRICK =========
7000	40001	200	40002	200	40002	200	40003	200	40004	200
# ==== EMPTY BRICK is hit =====
7001	40036	100
# ==== LEAF RIGHT=====
7002	40047	100
# ==== LEAF LEFT =====
7003	40048	100

# ==== MUSHROOM ====
7004	40049	100



# ==== RED FIRE cap cap nguoc xuông l ====
725	40050	200	40051	200

# ==== RED FIRE cap cap nguoc len l ====
726	40052	200	40053	200

# ==== RED FIRE ha mieng nguoc xuong  l====
727	40050	200

# ==== RED FIRE ha mieng nguoc len  l====
728	40052	200

# ==== RED FIRE cap cap nguoc xuông r====
729	41050	200	41051	200

# ==== RED FIRE cap cap nguoc len r====
730	41052	200	41053	200

# ==== RED FIRE ha mieng nguoc xuong r====
731	41050	200

# ==== RED FIRE ha mieng nguoc len r====
732	41052	200




# ==== GREEN FIRE cap cap nguoc xuong  l====
825	40054	200	40055	200

# ==== GREEN  FIRE cap cap nguoc len  l====
826	40056	200	40057	200

# ==== GREEN FIRE ha mieng nguoc xuong  l====
827	40054	200

# ==== GREEN FIRE ATTACK UP  l====
828	40056	200



# ==== GREEN FIRE cap cap nguoc xuong r====
829	41054	200	41055	200

# ==== GREEN  FIRE cap cap nguoc len r====
830	41056	200	41057	200

# ==== GREEN FIRE ha mieng nguoc xuong r====
831	41054	200

# ==== GREEN FIRE ATTACK UP r====
832	41056	200






# ==== RED KOOPA ========
#walking left
708	40013	100	40014	100
# die
709	40015	100
# spin
710	40015	100	40016	100	40017	100
# walking with swings left
711	40018	100	40019	100	40020	100

# walking with swings right
712	50011	100	50012	100	50013	100
# walking right
713	50016	100	50017	100
# mai rua rung rinh
714	50018	10	50019	10
# mai rua tho chan
715	50020	15	50021	15



# ==== GREEN KOOPA =====
# walking left
716	40021	100	40022	100
# die (thut vao)
717	40023	100
# spin
718	40023	100	40024	100	40025	100
# walking with swings left
719	40026	100	40027	100	40028	100

# walking with swings right
720	50000	100	50001	100	50002	100
# walking right
721	50005	100	50006	100
# mai rua rung rinh
722	50007	10	50008	10
# mai rua tho chan
723	50009	15	50010	15

# ==== XOAY TRON COIN ====
733	40060	100	40063	100	40061	100	40062	100

# ==== pipe ====
740	40065	100
741	40068	100
742	40069	100

# ==== GREEN FLOWER NO ATTACK ==== 
744	40058	200	40059	200

# ==== FIRE BALL =========
704	40006	100	40007	100	40008	100	40009	100

# ==== ENEMY WAS SHOOT =========
#goomba shoot
5400	54000	100
# red para goomba shoot
5401	54001	100

# red koompas
5402	54003	100

# green koompas
5410	54002	100


# ==== DEBRIS =====
745	40074	100	40075	100

# ==== BLING BLING BRICK ====
746	40078	100	40079	100	40080	100	40081	100

# ==== BUTTON P ====
747	40082	100	40083	100
748	40084	100

# ==== MUSHROOM BONUS ====
749	40049	100

# ==== STAR BONUS ====
750	40085	100

# ==== FIRE FLOWER BONUS ====
751	40086	100

# ==== MUSHROOM BONUS WHICH MARIO GOT ====
752	40087	100	40088	100	40089	100

# ==== STAR BONUS WHICH MARIO GOT ====
753	40090	100	40091	100	40089	100

# ==== FIRE FLOWER BONUS WHICH MARIO GOT ====
754	40092	100	40093	100	40089	100

# ==== 100 points ====
755	40094	100

# ==== 200 points ====
756	40095	100

# ==== 1000 points ====
757	40096	100

# ==== 1UP ====
758	40097	100

# ==== CACTUS ====
759	40098	300	40099	300	40100	300	40101	300

# ==== HELP TAG ====
760	40102	500	40103	500

# ==== GUARD ====
#rigth
761	40104	100	40105	100
#left
7761	41104	100	41105	100

# ==== GREEN MUSHROOM ====
762	40106	100

# SMALL mario in map
763	40107	100	40108	100
# BIG mario in map
764	40109	100	40110	100
# RACCON mario in map
765	40111	100	40112	100
# FIRE mario in map
766	40113	100	40114	100

# ==== white box ====
#767	40115	100
# ==== MAP SELECTION SCENE 1 ====
# start
768	40116	100
# 1
769	40117	100
# 2
770	40118	100
# 3
771	40119	100
# 4
772	40120	100
# 5
773	40121	100
# 6
774	40122	100
# card
775	40123	100
# empty
776	40124	100

#coin
777	40060	100

#pmeter
12000	70000	100
12001	70001	100
12002	70002	100
12003	70003	100
12004	70004	100
12005	70005	100
12006	70006	70	70007	70


#stone koompas
#left
6000	60000	100	60001	100
6001	60002	300	60003	300
6002	60003	100
6003	60003	200	60004	200

#right
6010	60010	100	60011	100
6011	60012	300	60013	300
6012	60013	100
6013	60013	300	60014	300


#lava ball

#up
6050	60050	100	60051	100	60052	100
#60051	100	60052	100
#down
6051	60060	100	60061	100	60062	100
#60061	100	60062	100

#circular moving
6070	60070	100	60071	100	60072	100	60073	100	60074	100	60075	100

#Spiny Turtle
#ban đầu
6080	60020	100
#thụt gai
6081	60021	100
#hai tay thả xuống
6082	60022	100

#đánh tay cao
6083	60023	100	60024	100
#đánh tay thấp
6084	60025	100	60026	100
#bị đạp
6085	60027	100	60028	100

#die
6086	60029	100	60030	100	60031	100

#fire flower
6095	60090	100
